Gene_Name,Correlation,P_Value
TRNT1,0.143266185912506,P < 0.001
FES,0.232954607821766,P < 0.001
APIP,0.205504084003777,P < 0.001
POU2AF1,0.257956706448043,P < 0.001
TRIO,0.153550843729893,P < 0.001
TTLL3,0.218243495724664,P < 0.001
GART,0.180247813835821,P < 0.001
HMGXB4,0.158715649138035,P < 0.001
MZB1,0.219582346598414,P < 0.001
ADIPOR1,0.250247565624005,P < 0.001
PICALM,0.15264023797915,P < 0.001
RPS6KA4,0.124334570664427,P < 0.001
IQCD,0.124006921088925,P < 0.001
PPP4R2,0.165396368455207,P < 0.001
PSMB9,0.206162260292831,P < 0.001
TNFRSF1A,0.16649811871114,P < 0.001
IARS2,0.148568225595982,P < 0.001
ALKBH2,0.14560534549549,P < 0.001
SRP72,0.190696137713077,P < 0.001
FKBP5,0.320316641337722,P < 0.001
CCDC127,0.135960586415998,P < 0.001
RAB3GAP2,0.18988642235557,P < 0.001
PGM2,0.211271348288273,P < 0.001
CD59,0.262533396739457,P < 0.001
MAPK3,0.150554519631552,P < 0.001
APMAP,0.217926456710302,P < 0.001
FAM98C,0.140273855664252,P < 0.001
KRTCAP3,0.147676961938958,P < 0.001
PUS3,0.141321318518253,P < 0.001
SLC25A38,0.193223328139242,P < 0.001
DHX30,0.27016720583601,P < 0.001
CLMN,0.164550233974028,P < 0.001
HDAC5,0.153736727528256,P < 0.001
ESRP1,0.238353327940586,P < 0.001
SLC32A1,0.15058123512912,P < 0.001
TCF7L2,0.218461967465283,P < 0.001
LDHB,0.297211988343503,P < 0.001
DNAH5,0.144825067084355,P < 0.001
NRDE2,0.163109659561975,P < 0.001
PRB4,0.157836479627972,P < 0.001
RPIA,0.304809482017348,P < 0.001
SNX6,0.21069416372854,P < 0.001
E2F5,0.164294837068042,P < 0.001
OR1L8,0.125927195529634,P < 0.001
RPL7L1,0.142751047991873,P < 0.001
NFS1,0.149202218756975,P < 0.001
CZIB,0.179099829363331,P < 0.001
SGTB,0.128354246920891,P < 0.001
SMIM5,0.163178359314284,P < 0.001
TMEM95,0.155617520986581,P < 0.001
RNF165,0.1230443129825,P < 0.001
FBXO27,0.143126027868732,P < 0.001
DCAF16,0.217793164351378,P < 0.001
TTC21A,0.123736668421472,P < 0.001
EIF3E,0.238293407352752,P < 0.001
MPHOSPH8,0.21541915962022,P < 0.001
CLPP,0.289037544995816,P < 0.001
TEX19,0.174487163554726,P < 0.001
DOCK2,0.34917629888825,P < 0.001
FBXO5,0.205118852886758,P < 0.001
KCTD14,0.173691937752549,P < 0.001
HSF2,0.307027932800832,P < 0.001
GFRAL,0.128337567549828,P < 0.001
PPP6C,0.175299624117048,P < 0.001
SENP8,0.131060540341834,P < 0.001
SRSF7,0.29030211182804,P < 0.001
ZNF804A,0.153592906858221,P < 0.001
NPHP4,0.199624361807581,P < 0.001
STARD4,0.15686268702622,P < 0.001
FCHSD2,0.292043246619632,P < 0.001
ATF4,0.196086808683113,P < 0.001
GLYAT,0.130035559236193,P < 0.001
IGSF9,0.148873897375374,P < 0.001
IMPAD1,0.152521757424453,P < 0.001
NT5E,0.16315836703525,P < 0.001
S100A2,0.242835707325316,P < 0.001
LMX1A,0.169544025561234,P < 0.001
IKZF1,0.309142521332808,P < 0.001
MCM6,0.250483597407774,P < 0.001
SSBP3,0.117211117399288,P < 0.001
RBL1,0.197398975092284,P < 0.001
PRDM7,0.133617057556664,P < 0.001
S1PR4,0.220394915597211,P < 0.001
CD7,0.180467868543492,P < 0.001
METTL17,0.207671061415741,P < 0.001
CCN1,0.274147849762578,P < 0.001
ITGAV,0.310355792275198,P < 0.001
TNS2_ENST00000546602,0.197171420842184,P < 0.001
GRB2,0.147442916774735,P < 0.001
CARM1,0.165785046683707,P < 0.001
DYNLL2,0.165412145866657,P < 0.001
MAP1S,0.155616067020323,P < 0.001
AIDA,0.121971914343759,P < 0.001
CCDC69,0.250305057424292,P < 0.001
RUNX1T1,0.132592563343526,P < 0.001
SRP19,0.148561996698559,P < 0.001
SLC4A2,0.172985098694733,P < 0.001
CD244,0.210886698456206,P < 0.001
HS3ST2,0.149719993480553,P < 0.001
ATM,0.275114170171553,P < 0.001
CTDP1,0.214339166706354,P < 0.001
TFAP2A,0.251510770560161,P < 0.001
CXADR,0.212078538637096,P < 0.001
HELQ,0.269930241165156,P < 0.001
GTF2B,0.228528416459591,P < 0.001
DMAC2_ENST00000595425,0.146298864560933,P < 0.001
TLR8,0.202907545634523,P < 0.001
TPR,0.145099702491866,P < 0.001
ZSCAN32,0.270707305629841,P < 0.001
CCT2,0.138569210009618,P < 0.001
TRIQK,0.144448381676884,P < 0.001
EPB41L5,0.216590142171673,P < 0.001
ARHGAP18,0.138828858200977,P < 0.001
BAZ1A,0.222452091187766,P < 0.001
ABHD6,0.15967950314353,P < 0.001
WDR33,0.279655156849203,P < 0.001
TAGLN2,0.119578536634057,P < 0.001
TRAPPC8,0.23758114183321,P < 0.001
TRRAP,0.182706447012731,P < 0.001
ADPRM,0.273524409961353,P < 0.001
OR8I2,0.126569697054672,P < 0.001
TNN,0.145953249438986,P < 0.001
CAV2,0.213677836192708,P < 0.001
ARMC9,0.137578903580697,P < 0.001
KHDC3L,0.118608138421631,P < 0.001
TNNT2,0.121843731089638,P < 0.001
ABCD4,0.152221405771948,P < 0.001
JUN,0.208015764831513,P < 0.001
ANKRD13D,0.122473067502255,P < 0.001
ELMO3,0.155907122122486,P < 0.001
PPA1,0.168853761630676,P < 0.001
OR10AD1,0.167124648780539,P < 0.001
R3HCC1,0.223650783742646,P < 0.001
SIGLEC5,0.136465925625009,P < 0.001
PPP1R27,0.150735753656228,P < 0.001
C1orf52,0.157317162841933,P < 0.001
LGALS3,0.336916567524588,P < 0.001
DDX55,0.205287643731388,P < 0.001
RPS4Y1,0.202207193558578,P < 0.001
TTC5,0.132039271216142,P < 0.001
DDX50,0.235099178252597,P < 0.001
PKIA,0.13279554616512,P < 0.001
ERLEC1,0.156924738876259,P < 0.001
GMEB1,0.267833927552998,P < 0.001
CCDC30,0.125905793136168,P < 0.001
ERN1,0.140733811272191,P < 0.001
POLG2,0.237233711629851,P < 0.001
HTT,0.18945504324109,P < 0.001
NNAT,0.124981291213686,P < 0.001
SET,0.199673817716834,P < 0.001
SYBU,0.193389953948549,P < 0.001
MBTD1,0.164342855247551,P < 0.001
COL6A6,0.187806448661462,P < 0.001
RFTN1,0.304237715527613,P < 0.001
ZNF638,0.161839695690486,P < 0.001
MARVELD3,0.253672449921244,P < 0.001
CEP192,0.136738145062252,P < 0.001
DCLRE1B,0.159882118949066,P < 0.001
ATAD2B,0.291532953940632,P < 0.001
LDB2_ENST00000441778,0.169193220135592,P < 0.001
UFSP1,0.131316220689115,P < 0.001
CEP44,0.307211357833208,P < 0.001
ZNF195,0.247859331073415,P < 0.001
XPC,0.119514208035669,P < 0.001
THRB,0.283892826364871,P < 0.001
S1PR1,0.151354193047085,P < 0.001
TCN1,0.185668739048512,P < 0.001
TNIP1_ENST00000524280,0.209907536194179,P < 0.001
DCN,0.12328867546651,P < 0.001
CCDC77,0.190195254304989,P < 0.001
NOP56,0.198289817199888,P < 0.001
DCAF17,0.233915874311485,P < 0.001
YAF2,0.216978572916974,P < 0.001
STC2,0.131506711394266,P < 0.001
TSPAN32,0.225011079023736,P < 0.001
SNX21,0.240286452533618,P < 0.001
AKNA,0.355962003190566,P < 0.001
DNMT3A,0.18429523695384,P < 0.001
EPB41,0.255869248701303,P < 0.001
MAGT1,0.2409850463834,P < 0.001
ZKSCAN5,0.15403769524534,P < 0.001
PTBP1,0.230145958286216,P < 0.001
PPP1R8,0.304301782049758,P < 0.001
RAB33A,0.331676059688395,P < 0.001
RAB40A,0.124884796355678,P < 0.001
INSL5,0.131932006691282,P < 0.001
GPNMB,0.154532325154493,P < 0.001
STX3,0.322599558784505,P < 0.001
MYO5B,0.302508958422787,P < 0.001
PRXL2A_ENST00000372187,0.150358489778045,P < 0.001
RASA3,0.177814177905122,P < 0.001
ZNF107,0.269073211849885,P < 0.001
TSEN34,0.312457425466602,P < 0.001
KIF5B,0.157622053442454,P < 0.001
STIM2,0.178144613861302,P < 0.001
MASP1,0.146925089966898,P < 0.001
FAM117B,0.159161351064463,P < 0.001
FAM199X,0.228878551129266,P < 0.001
SORT1,0.264601708680837,P < 0.001
ARHGAP12,0.280218503533267,P < 0.001
PVR,0.238684759905408,P < 0.001
ELF3,0.284361763968276,P < 0.001
DCAF7,0.234288984980331,P < 0.001
TSPAN4,0.242341540282827,P < 0.001
TFF3,0.119294696157982,P < 0.001
CSNK1E,0.139084351535228,P < 0.001
NUDT10,0.150822067295845,P < 0.001
TST,0.204059706546652,P < 0.001
PTPRJ,0.142138328133076,P < 0.001
IL3RA,0.251404583147298,P < 0.001
LRRC8A,0.217324759985974,P < 0.001
DEFB127,0.140450573338899,P < 0.001
OR6C2,0.146011621723225,P < 0.001
FAM163B,0.147775749476119,P < 0.001
ZSCAN12,0.152357812448409,P < 0.001
OR13C5,0.128714413518387,P < 0.001
DUSP8,0.120523348635856,P < 0.001
CHRM2,0.157799001410586,P < 0.001
VPS37B,0.147303374090426,P < 0.001
DPH5,0.238949598854261,P < 0.001
SPCS3,0.149712768892514,P < 0.001
NEFH,0.128859323671904,P < 0.001
ERMP1,0.206160942790126,P < 0.001
DNAJB12,0.144363340229036,P < 0.001
TIMM44,0.206922695840297,P < 0.001
BATF,0.156024980964902,P < 0.001
SNX9,0.261142548234915,P < 0.001
MAU2,0.226698802915099,P < 0.001
C17orf97,0.139656762335858,P < 0.001
SAMSN1,0.348896991009229,P < 0.001
RPRML,0.192713485346621,P < 0.001
CD28,0.211980117349642,P < 0.001
TADA1,0.198927350032179,P < 0.001
CRYAA,0.138289230928177,P < 0.001
APP,0.299831655349883,P < 0.001
ABHD5,0.138957059038471,P < 0.001
RELT,0.226118834181591,P < 0.001
ADH6,0.130668223461429,P < 0.001
TUBA1C,0.258550768806465,P < 0.001
LIPH,0.236513183606987,P < 0.001
RAPH1,0.252165641775163,P < 0.001
CCDC88C,0.256672329372359,P < 0.001
TIMMDC1,0.13075285711596,P < 0.001
ECE1,0.206351103212605,P < 0.001
SPINT1,0.203914667101294,P < 0.001
EMP1,0.267035519698593,P < 0.001
TSC22D1,0.220964425848908,P < 0.001
CCN2,0.255897169947204,P < 0.001
PITPNB,0.157279255686827,P < 0.001
PBRM1,0.325634891468249,P < 0.001
NEU1,0.161314897605178,P < 0.001
FLT1,0.264040921795099,P < 0.001
GPR146,0.130810922493226,P < 0.001
EIF3F,0.218267477901934,P < 0.001
HMG20B,0.131293083737654,P < 0.001
GLTP,0.123293144960601,P < 0.001
DACT3,0.137306253431213,P < 0.001
ELAC2,0.156954909586313,P < 0.001
TMEM51,0.278333110911029,P < 0.001
BACH2,0.167599737211529,P < 0.001
CNGA1,0.136190152583505,P < 0.001
VHLL,0.153419440164227,P < 0.001
UBE2Z,0.137517799251594,P < 0.001
SRSF4,0.245207694751781,P < 0.001
TBATA,0.129586599448921,P < 0.001
PRPF8,0.19590920819506,P < 0.001
SLC35F4,0.1433905387635,P < 0.001
SPO11,0.111528638541666,P < 0.001
PANX1,0.185282937101413,P < 0.001
TERT,0.16464546117971,P < 0.001
EFCAB14,0.126718438593356,P < 0.001
KDM8,0.22133464469057,P < 0.001
LPIN1,0.177589049838699,P < 0.001
KIAA1143,0.179325491831872,P < 0.001
SIGLEC9,0.118880015361615,P < 0.001
CLASP1_ENST00000409078,0.132104692920059,P < 0.001
EVA1C,0.147977722149186,P < 0.001
PTPN21,0.250677585987136,P < 0.001
NGLY1,0.211266214121249,P < 0.001
LFNG,0.182619053273405,P < 0.001
FAM120AOS,0.175454428648559,P < 0.001
TAX1BP3,0.24442059365636,P < 0.001
GNL2,0.17876921789452,P < 0.001
PHYHIP,0.125587272400568,P < 0.001
HSP90B1,0.156120239926321,P < 0.001
MYO1D,0.16538347926143,P < 0.001
C12orf57,0.156485448046436,P < 0.001
SF3B5,0.144615374523255,P < 0.001
GRIPAP1,0.211091047499307,P < 0.001
OTUD7B,0.271932030714519,P < 0.001
PRR14,0.161396947923827,P < 0.001
GPX4,0.15331366730893,P < 0.001
CPXM1,0.28094494987068,P < 0.001
SLC7A3,0.262305087276674,P < 0.001
RBM12B,0.225808118368804,P < 0.001
STAM,0.137353860437234,P < 0.001
TMEM187,0.151442746147297,P < 0.001
NLRP4_ENST00000587891,0.201112036914664,P < 0.001
PKMYT1_ENST00000573944,0.129766612989872,P < 0.001
NEK11,0.210498302350072,P < 0.001
TEF,0.195610093299036,P < 0.001
NAT8L,0.11913703415363,P < 0.001
PEPD,0.233231861838744,P < 0.001
SP2,0.141627433970101,P < 0.001
RPS28,0.207270752467248,P < 0.001
GNRH1,0.243462139829665,P < 0.001
CTPS1,0.155464255078479,P < 0.001
LDB2,0.248417349143195,P < 0.001
KANSL2,0.144598796921837,P < 0.001
CHCHD7,0.172341871096687,P < 0.001
SLC52A2,0.229691836212654,P < 0.001
FZD7,0.194889162877151,P < 0.001
HBG2,0.118926601546685,P < 0.001
JRK,0.193378653912222,P < 0.001
CLPTM1,0.205616373521364,P < 0.001
TCTA,0.122435986344556,P < 0.001
AGO3_ENST00000246314,0.150903779868297,P < 0.001
UQCRQ,0.159702717257277,P < 0.001
KCNS3,0.141458123503856,P < 0.001
KMT2D,0.171837653681803,P < 0.001
PITPNC1,0.15563618605321,P < 0.001
PMPCB,0.187147999409099,P < 0.001
KLRB1,0.182690972852279,P < 0.001
MAPK9,0.142024341553327,P < 0.001
OR4D10,0.130632793984355,P < 0.001
WLS,0.202097167486462,P < 0.001
MCFD2,0.125307194471059,P < 0.001
KLHL3,0.153407653088807,P < 0.001
LYSMD2,0.156968648880171,P < 0.001
NOL3,0.313042144111908,P < 0.001
TRPC3,0.134920607264031,P < 0.001
ECSCR,0.145008765625231,P < 0.001
TXNL1,0.184358787311925,P < 0.001
ZNF22,0.376005173869389,P < 0.001
C6orf48,0.213472020936391,P < 0.001
MRAP,0.12864367602039,P < 0.001
SAP30,0.254682235962323,P < 0.001
CASP1,0.191659991875676,P < 0.001
RNF44,0.20788810104564,P < 0.001
ZNF557,0.225122005602321,P < 0.001
TOP3B,0.141489862691115,P < 0.001
BCL11A,0.256218284195689,P < 0.001
RPAP1,0.132685604261566,P < 0.001
FIP1L1,0.27904308692206,P < 0.001
LIG4,0.259715284369476,P < 0.001
SLC25A46,0.125007026514246,P < 0.001
NFKBIZ,0.136197624002083,P < 0.001
ID1,0.36426990972836,P < 0.001
KLK6,0.19668423267011,P < 0.001
EGR4,0.13682297935274,P < 0.001
ZNF490,0.184217109536265,P < 0.001
C22orf15,0.249772340958096,P < 0.001
ZNF684,0.194487691781072,P < 0.001
PALMD,0.132643617568412,P < 0.001
P2RY2,0.212162890164348,P < 0.001
EPN1,0.163617050165064,P < 0.001
CXCR5,0.166852397219968,P < 0.001
SPHK2,0.184493637483808,P < 0.001
IFT43,0.179554186517931,P < 0.001
PLEKHG2,0.14562655555526,P < 0.001
NPC2,0.238872496535573,P < 0.001
PSTK,0.203089637234655,P < 0.001
INHBB,0.317770967511926,P < 0.001
KRTAP19-7,0.173894025419825,P < 0.001
IQSEC2,0.124533443453386,P < 0.001
TMCC3,0.148021347278518,P < 0.001
ACTR3B,0.13013974393767,P < 0.001
RRBP1,0.236902698180091,P < 0.001
ZSCAN31,0.192211586525793,P < 0.001
CLU,0.180642214621958,P < 0.001
VSTM4,0.206895857549502,P < 0.001
GID4,0.164140290324967,P < 0.001
SUPT20H,0.151362050081793,P < 0.001
PDGFC,0.202280709459867,P < 0.001
PTPRN2,0.133958098380825,P < 0.001
CENPV,0.17040193837705,P < 0.001
BRI3BP,0.124763850764791,P < 0.001
KLHL8,0.283204333069948,P < 0.001
ACVR2B,0.142025892080972,P < 0.001
FITM1,0.170863881465332,P < 0.001
PSTPIP1,0.273229947794588,P < 0.001
MS4A6A,0.128817762716823,P < 0.001
C12orf45,0.227029595441793,P < 0.001
OGT,0.290558298846051,P < 0.001
DENND6B,0.211680600703034,P < 0.001
LRFN5,0.134945315901566,P < 0.001
TAF1,0.16041661484667,P < 0.001
GRK3,0.253293769347586,P < 0.001
JAK2,0.186786985432108,P < 0.001
ADSL,0.249765053575608,P < 0.001
REXO2,0.166037883238041,P < 0.001
TBL2,0.143128084206968,P < 0.001
TSPAN9,0.199918032402074,P < 0.001
XRCC2,0.137690134503919,P < 0.001
NDUFS8,0.157086220603365,P < 0.001
MUC21,0.165741397504549,P < 0.001
PLEKHA6,0.287128520670503,P < 0.001
HCST,0.214797540855553,P < 0.001
VAV1,0.259205619076114,P < 0.001
NDST3,0.24085678623653,P < 0.001
SEPSECS,0.239645032797049,P < 0.001
SUGP2,0.304230959333933,P < 0.001
CALM2,0.175868476138093,P < 0.001
SLC52A3,0.200981980408825,P < 0.001
ZNF500,0.135453706212865,P < 0.001
TMEM179B,0.268665200834292,P < 0.001
VCPIP1,0.15627684421557,P < 0.001
MRPL16,0.183050110972047,P < 0.001
ARMC4,0.153497322575626,P < 0.001
FPR2,0.131198742413454,P < 0.001
ZBP1,0.138740391677509,P < 0.001
MTMR7,0.162665629039791,P < 0.001
GNB4,0.153568344421617,P < 0.001
G6PC,0.176255945897409,P < 0.001
LONP1,0.261675881281245,P < 0.001
MYO1F,0.148897537379668,P < 0.001
BTC,0.275682806224432,P < 0.001
ARHGEF17,0.230456232610939,P < 0.001
CXorf65,0.296897230845931,P < 0.001
ZNF407,0.29295021574883,P < 0.001
BTN2A2,0.20420834416687,P < 0.001
LAMP5,0.15172253871488,P < 0.001
B4GALT4,0.294495706443484,P < 0.001
CAVIN1,0.206426126285564,P < 0.001
SMARCA2,0.169330779011348,P < 0.001
YTHDC2,0.210983781956342,P < 0.001
PPIH,0.165139530910816,P < 0.001
PDS5A,0.242592618823323,P < 0.001
UBC,0.215226508452007,P < 0.001
C18orf21,0.260165238348945,P < 0.001
OR5M9,0.154320435416941,P < 0.001
CACNA1C,0.12557425718084,P < 0.001
CNN3,0.2114778153256,P < 0.001
RBMX2,0.16544064334659,P < 0.001
BCL2L10,0.118096263653032,P < 0.001
TMEM254,0.1631894171599,P < 0.001
AHR,0.257376739496517,P < 0.001
FAM110C,0.136676308876556,P < 0.001
ARIH1,0.121500974737426,P < 0.001
ZNRF3,0.229523805624204,P < 0.001
FLRT3,0.164234471594788,P < 0.001
IAPP,0.127480281612735,P < 0.001
FRMD5,0.233615395641435,P < 0.001
EFR3A,0.16493922143716,P < 0.001
C3orf20,0.164233904651626,P < 0.001
ZNF586,0.228387650243878,P < 0.001
PLCZ1,0.129179632435773,P < 0.001
NSDHL,0.138506454238179,P < 0.001
ZNF614,0.192140156517319,P < 0.001
SUV39H1,0.128563290464113,P < 0.001
LRIT3,0.139809935054866,P < 0.001
PRKAG2,0.229675672454841,P < 0.001
ROPN1,0.131948838610411,P < 0.001
IGSF9B,0.133083707514323,P < 0.001
CES5A,0.138980651104399,P < 0.001
NEK4,0.122940397823892,P < 0.001
OR13A1,0.154919297960847,P < 0.001
OGFOD1,0.123881103271699,P < 0.001
IFITM5,0.13984828256791,P < 0.001
RNF34,0.211488336126755,P < 0.001
GDF10,0.133136144509737,P < 0.001
MSRB1,0.165643040331162,P < 0.001
EBF1,0.33121581474034,P < 0.001
RBM44,0.195803338943083,P < 0.001
ZNF860,0.201829697585105,P < 0.001
CALB2,0.158619795838369,P < 0.001
ZSCAN25,0.195083742025462,P < 0.001
TTC23,0.139733950440529,P < 0.001
BTN3A3,0.176173100996401,P < 0.001
GCSAM,0.271089875548239,P < 0.001
PATL2,0.181274035523816,P < 0.001
RAB5C,0.204840589151365,P < 0.001
APPL1,0.190078088577761,P < 0.001
C9orf72,0.210082763847723,P < 0.001
OR5H14,0.123800049515663,P < 0.001
SLC37A3,0.229800867533318,P < 0.001
FBLIM1,0.166293030187698,P < 0.001
LIMD2,0.414430263022669,P < 0.001
ATP8A1,0.185937416410673,P < 0.001
IL6ST,0.203492595796345,P < 0.001
EYA3,0.222678584942738,P < 0.001
SMAP1,0.156666922467316,P < 0.001
SMC1A,0.179815932049938,P < 0.001
ZNF540,0.191131205826179,P < 0.001
CD96,0.248577621143433,P < 0.001
GPSM3,0.297877071154601,P < 0.001
RNF41,0.163848911076259,P < 0.001
SLC6A7,0.121917890736333,P < 0.001
PPP1R16A,0.222339190930121,P < 0.001
SMURF1,0.13288186024028,P < 0.001
CCDC88B,0.131307710323496,P < 0.001
LMNB2,0.121661954387239,P < 0.001
PPM1A,0.1830434355977,P < 0.001
PTGDR2,0.166005704259782,P < 0.001
CALHM6,0.213686084635931,P < 0.001
TAF1A,0.128171038855012,P < 0.001
NTSR2,0.16449409408315,P < 0.001
OR5AS1,0.117787238992066,P < 0.001
DEFA5,0.163099659205777,P < 0.001
CELF1,0.217720204671748,P < 0.001
MED12L,0.133332040161775,P < 0.001
UBA7,0.174517196109556,P < 0.001
COQ10B,0.175330943723191,P < 0.001
ARL11,0.275867110481211,P < 0.001
CD48,0.317804901578739,P < 0.001
S100A13,0.351709348963209,P < 0.001
RPL15,0.254897899059333,P < 0.001
TRAF1,0.168420733861842,P < 0.001
GLIPR2,0.154241988459453,P < 0.001
ARHGAP33,0.132910500157063,P < 0.001
TMPRSS11A,0.142940539868322,P < 0.001
AMOT,0.120303699144768,P < 0.001
CEP85L,0.337180697952759,P < 0.001
MRPS7,0.131750518450985,P < 0.001
TGFB1,0.177960767491421,P < 0.001
LONRF1,0.279741402870016,P < 0.001
NUFIP1,0.196259863402203,P < 0.001
AARS2,0.141289039425228,P < 0.001
HEPACAM,0.14815945141024,P < 0.001
ESPL1,0.13294574129305,P < 0.001
PRF1,0.178217955875031,P < 0.001
EIF3G,0.248172182956486,P < 0.001
ASL,0.175762637735053,P < 0.001
ZSWIM3,0.200658555612046,P < 0.001
PARP15,0.212251095920837,P < 0.001
POR,0.313686584427344,P < 0.001
ST6GALNAC2,0.309892381054848,P < 0.001
TOP1MT,0.184821945247468,P < 0.001
PRRT4,0.167248517355963,P < 0.001
FSHR,0.124363200917377,P < 0.001
ZDBF2,0.122083790600203,P < 0.001
HNRNPA1L2,0.291827353903418,P < 0.001
TOB1,0.336468247589778,P < 0.001
IQCK,0.203464650177659,P < 0.001
U2SURP,0.132433164609217,P < 0.001
RFC4,0.194197064393228,P < 0.001
PTRHD1,0.121615698766521,P < 0.001
POLH,0.160199598185722,P < 0.001
EZR,0.164654497387908,P < 0.001
INO80C,0.12816827857375,P < 0.001
CD70,0.220017585177014,P < 0.001
TFAP2E,0.162789041293398,P < 0.001
UBTD1,0.223194406152278,P < 0.001
MEF2C,0.191886872022665,P < 0.001
CLK1,0.260729663464366,P < 0.001
RPL37,0.233225880524374,P < 0.001
ATAT1,0.194595807765206,P < 0.001
ADGRG5_ENST00000349457,0.146317150998982,P < 0.001
ATP2C1,0.144598252732381,P < 0.001
FAM214B,0.180590207049316,P < 0.001
MAX,0.162317541963969,P < 0.001
LINGO3,0.125065700725975,P < 0.001
KAT6A,0.202216117761953,P < 0.001
DTL,0.165376273526141,P < 0.001
MSN,0.187854044249327,P < 0.001
SHISAL2A,0.173626983981211,P < 0.001
SH2B3,0.220353327745785,P < 0.001
NDFIP2,0.193885140368683,P < 0.001
S100A16,0.33992611474999,P < 0.001
KIT,0.158428023996208,P < 0.001
HOXA13,0.146073445296964,P < 0.001
ZNF227,0.234326863085795,P < 0.001
L3MBTL3,0.246835142110859,P < 0.001
RBM25,0.217172585317355,P < 0.001
FGF11,0.158120436453814,P < 0.001
APBA2,0.162910636163114,P < 0.001
IPP,0.123827874003701,P < 0.001
PAXBP1,0.263441436831481,P < 0.001
CEP170,0.185563429295541,P < 0.001
HSPB8,0.273040559740191,P < 0.001
TMC4,0.266957076739418,P < 0.001
FARSA,0.228938743766637,P < 0.001
FSCN3,0.134191472489681,P < 0.001
SREBF2,0.238643658659538,P < 0.001
PPIL4,0.123226641886883,P < 0.001
PDXK,0.326470575915324,P < 0.001
DHX8,0.1664915292712,P < 0.001
YES1,0.232893202058873,P < 0.001
TRIR_ENST00000592273,0.130774862850401,P < 0.001
ARHGAP42,0.218845767676077,P < 0.001
CISD3,0.250975461713398,P < 0.001
EFCAB5,0.222580423666304,P < 0.001
TMEM17,0.233570093645454,P < 0.001
ANGEL2,0.225727544962218,P < 0.001
UQCC3_ENST00000377953,0.126426589412981,P < 0.001
MRPL35,0.202532745659322,P < 0.001
BPHL,0.152348072759697,P < 0.001
BCL2,0.302473253436081,P < 0.001
RBM28,0.173098764367998,P < 0.001
CRIM1,0.268204844494981,P < 0.001
BIRC6,0.202999210705446,P < 0.001
CCDC18,0.212600533999155,P < 0.001
RAET1G,0.161492322862299,P < 0.001
CYTL1,0.202372320133872,P < 0.001
MAGEB18,0.128727121908822,P < 0.001
DUSP9,0.133884501232313,P < 0.001
PLN,0.21019132563539,P < 0.001
INPP5D,0.264132832376336,P < 0.001
SDAD1,0.190653793403037,P < 0.001
SAMD3,0.134251895800501,P < 0.001
LATS2,0.156486309612824,P < 0.001
LRRC42,0.214294278501906,P < 0.001
PER2,0.126833732228177,P < 0.001
ECT2,0.264931931350007,P < 0.001
DIRAS1,0.151738292123536,P < 0.001
CRYL1,0.152085474307462,P < 0.001
AKIRIN2,0.203480297185232,P < 0.001
MRPL48,0.160655222757105,P < 0.001
ZBTB33,0.194392706220126,P < 0.001
ARRDC3,0.202233683366864,P < 0.001
SIGLEC12,0.162716518465682,P < 0.001
MARCH2,0.175596467325809,P < 0.001
EMB,0.238096798140238,P < 0.001
UBE2D3,0.21868182439155,P < 0.001
SMU1,0.277103523126378,P < 0.001
TP53TG5,0.147933471833574,P < 0.001
MRPL54,0.208094598174373,P < 0.001
ARRDC1,0.270314443580568,P < 0.001
SLC16A10,0.171788947696016,P < 0.001
GTPBP8,0.171697553648018,P < 0.001
TM4SF4,0.135997526345153,P < 0.001
SLC22A16,0.166517086345792,P < 0.001
SDSL,0.300019682919046,P < 0.001
ATRNL1,0.127611712076954,P < 0.001
MDM1,0.225884423467269,P < 0.001
ATP6V1C1,0.1912506701534,P < 0.001
OR13H1,0.134307380623075,P < 0.001
CBLC,0.167049491187758,P < 0.001
AHNAK,0.293805989124936,P < 0.001
NAA20,0.136457989356792,P < 0.001
SLC5A7,0.221554211102307,P < 0.001
ACBD5,0.173167465649452,P < 0.001
JCHAIN,0.181196315147951,P < 0.001
BCCIP,0.125294672435119,P < 0.001
MAF,0.119596029119049,P < 0.001
PMS1,0.287611045212763,P < 0.001
LMAN2,0.160140170949717,P < 0.001
THUMPD2,0.20863998565556,P < 0.001
C21orf91,0.214042793130433,P < 0.001
CCDC62,0.165728150433347,P < 0.001
LAMB3,0.175958093113495,P < 0.001
SLC35D1,0.157029858889402,P < 0.001
DAXX,0.16498569589958,P < 0.001
DDX18,0.153660819045749,P < 0.001
TENM1,0.173049607467071,P < 0.001
PPT1,0.14227538989076,P < 0.001
CSRP1,0.149922898849241,P < 0.001
ABLIM3,0.166484223370616,P < 0.001
TMEM59,0.241526614959423,P < 0.001
RAP1A,0.14822558808883,P < 0.001
MOB1B,0.236441572641756,P < 0.001
SEMA4B,0.20322149598481,P < 0.001
TMCC1,0.243156774838764,P < 0.001
NFATC1,0.256982382153882,P < 0.001
OR9A2,0.117835083502437,P < 0.001
PDCD11,0.2437944635285,P < 0.001
PPP1R11,0.118045788642351,P < 0.001
MARVELD2,0.335134321543794,P < 0.001
PPP1R14D,0.113044707416533,P < 0.001
CYTH3,0.192133402238015,P < 0.001
DHRS11,0.135815490384937,P < 0.001
TNFSF13B,0.217142641775539,P < 0.001
PARD3,0.229575001250956,P < 0.001
EXOSC1,0.182976724426246,P < 0.001
IGHMBP2,0.116672681965035,P < 0.001
