Gene_Name,Correlation,P_Value
VPS41,0.15878488116699,P < 0.001
SMARCD1,0.213339414805493,P < 0.001
CAPN1,0.202941971040136,P < 0.001
RER1,0.186699356013273,P < 0.001
SIKE1,0.190679633668961,P < 0.001
TAS2R40,0.128689350421204,P < 0.001
CEP57,0.203500652796146,P < 0.001
SIK1,0.234496800724808,P < 0.001
MRPL40,0.14502126050424,P < 0.001
C1orf210,0.218371042834735,P < 0.001
GIGYF2,0.152349610781045,P < 0.001
CRIP2,0.243323921628702,P < 0.001
HJV_ENST00000475797,0.160607939228224,P < 0.001
KCTD6,0.128955876332732,P < 0.001
ZNF708,0.251886652424409,P < 0.001
CLIP1,0.215708896898448,P < 0.001
TMX3,0.260178999028596,P < 0.001
WDR18,0.175706111961512,P < 0.001
OR5B21,0.144060066087195,P < 0.001
HAMP,0.158960687358418,P < 0.001
GPCPD1,0.182543574038735,P < 0.001
CYB561,0.314405009660535,P < 0.001
CCDC9,0.15356319159112,P < 0.001
DNAJC5B,0.211276231168321,P < 0.001
RNASE11,0.167417528265004,P < 0.001
NHLH2,0.166058930392667,P < 0.001
PHLDB2,0.229600602703012,P < 0.001
ZNF185,0.195813678610579,P < 0.001
NMI,0.211019778353334,P < 0.001
FAM222B,0.132755714997207,P < 0.001
RPAIN,0.24535500196812,P < 0.001
TDG,0.161916935548525,P < 0.001
ZNF529,0.200019200960448,P < 0.001
SPATA5L1,0.207554372461564,P < 0.001
FCHO1,0.163249746299016,P < 0.001
ZKSCAN4,0.193574953014174,P < 0.001
CACFD1,0.243556006096007,P < 0.001
FBXO41,0.297048122723001,P < 0.001
RPL28,0.301665371166249,P < 0.001
SARS2_ENST00000221431,0.12815126871402,P < 0.001
DYNLT1,0.233341077319077,P < 0.001
TMEM87A,0.150181427256588,P < 0.001
CD79A,0.222999408805117,P < 0.001
NSMAF,0.246799723089925,P < 0.001
SENP6,0.202305923274626,P < 0.001
TRDMT1,0.211342181765206,P < 0.001
MPEG1,0.223035358574817,P < 0.001
MATN4,0.145927853188719,P < 0.001
HMGA1,0.122801406889396,P < 0.001
PMEL,0.143864845103891,P < 0.001
XPO6,0.150642460668109,P < 0.001
PSG4,0.163084363909609,P < 0.001
AP4B1,0.357699820300243,P < 0.001
PTPN3,0.260611221767821,P < 0.001
TBC1D9,0.249025607870105,P < 0.001
CASK,0.241253798010079,P < 0.001
EXT2,0.206774567856766,P < 0.001
AASDHPPT,0.157555451157618,P < 0.001
ADD2,0.200268245152193,P < 0.001
DYNC1LI2,0.227341751283121,P < 0.001
KIF15,0.201891517971877,P < 0.001
SMCHD1,0.204541232620191,P < 0.001
C12orf65,0.222468805727329,P < 0.001
SACS,0.234109658778016,P < 0.001
PAX3,0.160193151528616,P < 0.001
ZSCAN30,0.194865260472742,P < 0.001
KRIT1,0.136137164050719,P < 0.001
PPP1R3D,0.216122348713557,P < 0.001
ADAT2,0.312412047097413,P < 0.001
STAG3,0.262651700841507,P < 0.001
OR4D9,0.125343840371384,P < 0.001
DENND4B,0.28248293847595,P < 0.001
ZNF543,0.165803224792847,P < 0.001
GRPEL1,0.124036797019813,P < 0.001
FAM210B,0.295495946178544,P < 0.001
ESR2,0.200433636843759,P < 0.001
GNPAT,0.128457555344223,P < 0.001
ERBB2,0.356731366263406,P < 0.001
BAZ1B,0.133744582867498,P < 0.001
JMJD8,0.178798352395047,P < 0.001
C2CD2L,0.122349341612921,P < 0.001
MAP3K3,0.183522892203727,P < 0.001
ATP2A3,0.200432066340941,P < 0.001
SHC1,0.153769496282487,P < 0.001
CCDC14,0.130676996381236,P < 0.001
IFITM10,0.259688106460729,P < 0.001
ATP6V0A2,0.253436418872756,P < 0.001
POLK_ENST00000515295,0.171624836595189,P < 0.001
EVA1A,0.1912669882421,P < 0.001
ZCCHC10,0.244129742144298,P < 0.001
PALD1,0.237949851765548,P < 0.001
LEO1,0.150150376937877,P < 0.001
ARF5,0.154901079694762,P < 0.001
BLCAP,0.158919093912452,P < 0.001
TMED2,0.182641451098242,P < 0.001
THOC1,0.251329882354397,P < 0.001
HDDC2,0.122674493148285,P < 0.001
SUPT16H,0.240982446338992,P < 0.001
TPD52L1,0.382151750121554,P < 0.001
AP2B1,0.15109002598825,P < 0.001
F13A1,0.161895480566359,P < 0.001
REEP3,0.25705894222451,P < 0.001
ZNF267,0.216468713859718,P < 0.001
RNF149,0.177098863703278,P < 0.001
NLRP14,0.125116642984724,P < 0.001
VPREB1,0.194658927678306,P < 0.001
CLSTN1,0.133372617174435,P < 0.001
C16orf86,0.194858073853709,P < 0.001
HNMT,0.212298129898959,P < 0.001
IRF1,0.140845963760077,P < 0.001
BCAP31,0.294614744134041,P < 0.001
MCM4,0.128092238363492,P < 0.001
KDSR,0.131787609857188,P < 0.001
TPD52L2,0.220049396511531,P < 0.001
C17orf58,0.145999365179374,P < 0.001
L1TD1,0.17744246121266,P < 0.001
CHMP7,0.192650107541293,P < 0.001
PEX11G,0.249773168196784,P < 0.001
ASB2,0.148276863000825,P < 0.001
GLMN,0.236187939881058,P < 0.001
PPM1E,0.129460706891836,P < 0.001
JAG1,0.212257290051755,P < 0.001
PCDHB1,0.134325805684924,P < 0.001
MS4A6E,0.151597311111322,P < 0.001
GTF2F1,0.270824394268651,P < 0.001
LAPTM4B,0.259914843491877,P < 0.001
ALDH1A1,0.145396167274905,P < 0.001
SPATC1,0.13155417848911,P < 0.001
BLVRA,0.187952455845087,P < 0.001
NOA1,0.177139926741982,P < 0.001
MYCBP2_ENST00000612956,0.196310977113817,P < 0.001
RIC3,0.124586057734197,P < 0.001
IRF2,0.224841117416577,P < 0.001
HSPA12B,0.142250185060004,P < 0.001
DAP,0.160448721320565,P < 0.001
SLC2A12,0.223038108398734,P < 0.001
SLC39A4,0.176376763274724,P < 0.001
RAB39A,0.126668140948069,P < 0.001
TCHH,0.167185138132458,P < 0.001
TANGO2,0.163840543567592,P < 0.001
BEST1,0.137337363297195,P < 0.001
TMBIM6,0.17599552638841,P < 0.001
OR6F1,0.15045046106286,P < 0.001
MATK,0.141958817077688,P < 0.001
RBM15B,0.118308110719124,P < 0.001
MANBAL,0.318037741457447,P < 0.001
POLR2A,0.211413362644348,P < 0.001
RNPC3,0.298364065833028,P < 0.001
DNAJC18,0.2161467613461,P < 0.001
SLC4A10,0.137415739219974,P < 0.001
MRPL23,0.141643709962838,P < 0.001
RAB11FIP4,0.173865557380109,P < 0.001
GPR78,0.15165439233972,P < 0.001
TXLNA,0.156325052370425,P < 0.001
PPP1R3C,0.131700880578509,P < 0.001
FBXO11,0.148068344246024,P < 0.001
MAMDC4,0.142005492569575,P < 0.001
TAF1C,0.173228949876747,P < 0.001
ACOX1,0.260263745383268,P < 0.001
SASS6,0.190068155170449,P < 0.001
INSM2,0.188264131052991,P < 0.001
ACVR2A,0.231339207543678,P < 0.001
ROCK1,0.163553586453403,P < 0.001
SLC44A1,0.168097498439913,P < 0.001
THBS3,0.152004340504747,P < 0.001
SLC48A1,0.226541430073163,P < 0.001
NKX2-2,0.129626175058541,P < 0.001
MYH2,0.133076126289027,P < 0.001
LYPD6B,0.156691067749861,P < 0.001
CTSB,0.213886208705005,P < 0.001
ITGB2,0.230399319528818,P < 0.001
PACSIN3,0.308904492546168,P < 0.001
KLF16,0.128153212921876,P < 0.001
CCDC171,0.225870110120837,P < 0.001
NDFIP1,0.175141888376536,P < 0.001
CLIC1,0.11971150665668,P < 0.001
CFAP97_ENST00000296775,0.23631305207476,P < 0.001
MCM5,0.235977465117111,P < 0.001
PLK2,0.313203199801239,P < 0.001
VCAM1,0.119354927865423,P < 0.001
PAPOLG,0.235478049562879,P < 0.001
ZBTB1,0.121967748646871,P < 0.001
FEZF1,0.139868973232703,P < 0.001
NDUFAF4,0.275588663697899,P < 0.001
TAGLN,0.167369747130585,P < 0.001
CD200R1_ENST00000440122,0.14805281941381,P < 0.001
PDCD7,0.21269079628346,P < 0.001
TMEM247,0.129318342282381,P < 0.001
MAP2K7,0.216549465132476,P < 0.001
GNL3,0.268913114478427,P < 0.001
ETV4,0.157074692956036,P < 0.001
GOPC,0.23932198895095,P < 0.001
GPR107,0.159993512661227,P < 0.001
CARNMT1_ENST00000376830,0.159236758627524,P < 0.001
H1F0,0.178559031642754,P < 0.001
RSL1D1,0.153177227864861,P < 0.001
UGT2A1,0.141204536299416,P < 0.001
SAAL1,0.231469623498536,P < 0.001
CEP350,0.220009972273798,P < 0.001
SLC1A4,0.199372929328772,P < 0.001
APLP2,0.362017644316234,P < 0.001
TMEM92,0.171945487546536,P < 0.001
SOWAHB,0.244281580304751,P < 0.001
PICK1,0.13395605334724,P < 0.001
ERCC4,0.142642494127318,P < 0.001
STX8,0.155216878185661,P < 0.001
CLASP2,0.281787943978185,P < 0.001
ARSG,0.149178747292122,P < 0.001
NXPE2,0.147119116714935,P < 0.001
POT1,0.224254880677508,P < 0.001
SLC24A4,0.159003094417909,P < 0.001
COX18,0.266100767654053,P < 0.001
UBE2N,0.240493412092587,P < 0.001
KIAA1586,0.267491308572354,P < 0.001
HFM1,0.162613466290299,P < 0.001
ZNF589,0.306495629465873,P < 0.001
EIF1B,0.287345450600873,P < 0.001
NFKBIE,0.178733750656706,P < 0.001
EML6,0.170520998191139,P < 0.001
ZFYVE27,0.140090512679517,P < 0.001
MPZ,0.230483026009682,P < 0.001
GPR85,0.219026999374355,P < 0.001
FADS2,0.155569392622034,P < 0.001
ZNF394,0.117813822457984,P < 0.001
MDN1,0.344857510724426,P < 0.001
EIF2B3,0.1596091954743,P < 0.001
SATL1,0.130455418770362,P < 0.001
OPLAH,0.115760423153741,P < 0.001
CCT8,0.271036640394353,P < 0.001
RGS1,0.202283853740278,P < 0.001
GPX3,0.193315020237119,P < 0.001
CSTB,0.290804750154182,P < 0.001
ZNF143,0.206449368837038,P < 0.001
NUDCD2,0.151743031368017,P < 0.001
COA3,0.248931569439335,P < 0.001
HSD17B2,0.13424786025326,P < 0.001
MBD1,0.255058393303436,P < 0.001
NTRK1,0.207339654689157,P < 0.001
LAD1,0.255926208248968,P < 0.001
SLC25A6,0.227430919074502,P < 0.001
SDF4,0.154366663686344,P < 0.001
RBM38,0.172455780485587,P < 0.001
SERPINE1,0.121976163339313,P < 0.001
CTNNA1,0.329040299277811,P < 0.001
KPNA3,0.184764200663759,P < 0.001
SBF2,0.1489967545878,P < 0.001
PSMB5,0.158719018636214,P < 0.001
CRABP1,0.138235883016395,P < 0.001
LZTS2,0.195696233150431,P < 0.001
DDX20,0.255812182951091,P < 0.001
RAPGEF6,0.213746865807002,P < 0.001
CASP12,0.205415431341538,P < 0.001
ANKRD17,0.162947958362523,P < 0.001
TRIM35,0.307606689848561,P < 0.001
TRMT10B,0.14152833210419,P < 0.001
RPS20,0.229613003321297,P < 0.001
EFHD1,0.177487887919516,P < 0.001
FGD2,0.173821284959469,P < 0.001
FANCM,0.159298974898025,P < 0.001
ZNF439,0.168678019271961,P < 0.001
TRAPPC2,0.182335741323956,P < 0.001
SETX,0.211671900772248,P < 0.001
G6PD,0.230420254932145,P < 0.001
CEACAM1,0.134646948797704,P < 0.001
NLRP1,0.268529135684958,P < 0.001
COG4,0.162318230493362,P < 0.001
MYBPH,0.133375373940249,P < 0.001
UFL1,0.140485619533453,P < 0.001
GMPPA,0.167903236982429,P < 0.001
WTIP,0.194265769627043,P < 0.001
KDELR3,0.33450766834274,P < 0.001
WWP1,0.286217649086187,P < 0.001
PRMT6,0.161535628071074,P < 0.001
HERC1,0.255200868074794,P < 0.001
TMED10,0.251249942339681,P < 0.001
DHX32,0.291554018960053,P < 0.001
GAA,0.192605257567876,P < 0.001
NCEH1,0.272180960909642,P < 0.001
HMGN1,0.141317509760024,P < 0.001
ADORA2B,0.191853785775338,P < 0.001
CSE1L,0.146110577736671,P < 0.001
DDX31,0.151674668816245,P < 0.001
HAGH,0.171919667227766,P < 0.001
ILKAP,0.204056377267818,P < 0.001
C1orf198,0.265119529840186,P < 0.001
MAP3K19,0.13198471159459,P < 0.001
CDKN2B,0.127780127887797,P < 0.001
CENPP,0.162267918625879,P < 0.001
RNF175,0.142146649446322,P < 0.001
TLNRD1,0.122718470682648,P < 0.001
MARCH11,0.122097375579621,P < 0.001
REG3A,0.145590199549215,P < 0.001
USP49,0.217425732510312,P < 0.001
ZFP69,0.174004757472976,P < 0.001
KPNB1,0.169353587302296,P < 0.001
MOXD1,0.121167929899764,P < 0.001
TNKS1BP1,0.24123501045159,P < 0.001
GPAA1,0.195399885858631,P < 0.001
STAU1,0.255536499061489,P < 0.001
NLRP4,0.129243452217656,P < 0.001
SOS1,0.140101017791601,P < 0.001
LARS2,0.207290449089764,P < 0.001
CHAT,0.133682446856796,P < 0.001
DISP2,0.150812256365709,P < 0.001
GNPNAT1,0.158191577953404,P < 0.001
ZNF200,0.136727105459879,P < 0.001
COL18A1,0.235814877331977,P < 0.001
DDX49,0.152162684492789,P < 0.001
SERPINA5,0.160363152829705,P < 0.001
INO80D,0.197176046362938,P < 0.001
PCDH12,0.186642041352936,P < 0.001
PMAIP1,0.26284454621744,P < 0.001
BLVRB,0.311232214367401,P < 0.001
MED16,0.168924790636739,P < 0.001
SEMA4D,0.195163560758077,P < 0.001
NDRG3,0.146610641901659,P < 0.001
SLC19A1,0.140786242903302,P < 0.001
SLC27A4,0.125026359323127,P < 0.001
NPDC1,0.172777817788656,P < 0.001
RTRAF,0.186483848727809,P < 0.001
TRAF3IP1,0.162401772312361,P < 0.001
ATIC,0.137593828193596,P < 0.001
ZNF397,0.214607363219796,P < 0.001
LIPM,0.146408336126296,P < 0.001
CD33,0.15359349992582,P < 0.001
UGT2B7,0.128448442297433,P < 0.001
TLR1,0.186864490129106,P < 0.001
TSTD2,0.189499074876942,P < 0.001
NARS,0.183665076077517,P < 0.001
RNF2,0.193388024951579,P < 0.001
INO80,0.168240955776273,P < 0.001
TUBB4A,0.139125797398589,P < 0.001
POLR2D,0.195556740448083,P < 0.001
PSCA,0.222083829161207,P < 0.001
FAM120B,0.125667812849227,P < 0.001
BTN3A1,0.181399367561933,P < 0.001
USP13,0.150732967362331,P < 0.001
RPL36,0.209492918633922,P < 0.001
TLE1,0.247593146075454,P < 0.001
TOPBP1,0.187952176651697,P < 0.001
ZNF831,0.162196444285439,P < 0.001
POU2F2,0.270299803400575,P < 0.001
TRIM37,0.139770815760733,P < 0.001
PARVG,0.274035977051457,P < 0.001
TNFRSF8,0.148218933425453,P < 0.001
DDHD1,0.279628203243044,P < 0.001
EDC4,0.203407857328924,P < 0.001
KIAA0319L,0.162139613478534,P < 0.001
OLFML2A,0.124764565740609,P < 0.001
PCBP3,0.205461252359985,P < 0.001
PDCL2,0.124144190291873,P < 0.001
STAMBPL1,0.206314234907933,P < 0.001
ZBTB47,0.134368999902396,P < 0.001
EML5,0.141116108121835,P < 0.001
UBL4A,0.122273289688103,P < 0.001
PLAA,0.122626232041644,P < 0.001
COPB2,0.158731379373525,P < 0.001
ADAL,0.117987368375873,P < 0.001
SYNCRIP,0.209163549798465,P < 0.001
ZNF770,0.214449288985505,P < 0.001
RAB27B,0.214954256978197,P < 0.001
OR2M3,0.223826193876827,P < 0.001
RILPL2,0.267802502109868,P < 0.001
DENND1C,0.309855336632495,P < 0.001
HYAL1,0.132371536898121,P < 0.001
COQ10A,0.178587271785503,P < 0.001
SPATS2L,0.322021312927149,P < 0.001
PGS1,0.174634117328872,P < 0.001
TRNP1,0.273128644929064,P < 0.001
ACAD9,0.139351168335617,P < 0.001
NLGN3,0.168997775548921,P < 0.001
ALDH8A1,0.141417340885315,P < 0.001
LYG1,0.13115888426856,P < 0.001
C16orf71,0.136118556318358,P < 0.001
HECA,0.232014937148295,P < 0.001
PHRF1,0.137919083954985,P < 0.001
METTL14,0.294127155751595,P < 0.001
CCNT1,0.197570553214753,P < 0.001
TRIOBP,0.257015473644187,P < 0.001
SLC9C2,0.186279270378444,P < 0.001
RNPS1,0.196558903374285,P < 0.001
ZBED8,0.123651358858288,P < 0.001
SLC4A8,0.150281520377024,P < 0.001
AIF1L,0.251036543779481,P < 0.001
FLOT1,0.13152562826818,P < 0.001
SV2B,0.197012129842444,P < 0.001
CD151,0.334279017024799,P < 0.001
MACC1,0.164396513430643,P < 0.001
SFMBT2,0.247800537197373,P < 0.001
CLEC2D,0.212293133456523,P < 0.001
ITGA6,0.270017105336194,P < 0.001
RRP8,0.249908724294061,P < 0.001
PRR3,0.300393202368903,P < 0.001
CD6,0.135406898477781,P < 0.001
PRMT3,0.120267177134014,P < 0.001
TRAF4,0.18908164987814,P < 0.001
MPHOSPH9,0.208557384109549,P < 0.001
CACNB4,0.194062253190538,P < 0.001
VPS13A,0.141110637730216,P < 0.001
UQCRC2,0.150069914770166,P < 0.001
COBL,0.172769819431911,P < 0.001
EIF4A2,0.130492907062172,P < 0.001
RAB20,0.229334844919326,P < 0.001
BAP1,0.143534760740056,P < 0.001
SS18,0.141446608605193,P < 0.001
TWNK_ENST00000476766,0.259109771885714,P < 0.001
PTK2B,0.217574087436171,P < 0.001
MSLN,0.183247539409867,P < 0.001
MYC,0.169888420930416,P < 0.001
STAP2,0.198338273261696,P < 0.001
EMP2,0.316524175533585,P < 0.001
HIST1H1B,0.16102933133626,P < 0.001
SH3RF1,0.310951081501719,P < 0.001
AGAP1,0.271836612858957,P < 0.001
CCDC174,0.234581531859824,P < 0.001
AGPAT5,0.284080243855441,P < 0.001
CLK2,0.176897053326179,P < 0.001
GRAMD1C,0.14694173422412,P < 0.001
PLA2G16,0.265653896348644,P < 0.001
ADA2,0.301366175248725,P < 0.001
EEF2,0.319204173103213,P < 0.001
SLC31A1,0.174735649417749,P < 0.001
CWC22,0.247141543708858,P < 0.001
PRPSAP2,0.203924472746223,P < 0.001
KANSL1,0.213320217831035,P < 0.001
C19orf38,0.179690662791488,P < 0.001
CDK2AP2,0.141018012588659,P < 0.001
LRRC4C,0.163024021202966,P < 0.001
EFNB2,0.230106377302361,P < 0.001
ASXL2,0.127558834973205,P < 0.001
DENND4A,0.253942669796333,P < 0.001
ZAP70,0.242620329439546,P < 0.001
HSPA1B,0.330422641831065,P < 0.001
SRSF10,0.218612906662662,P < 0.001
PPDPF,0.347842857140296,P < 0.001
CTR9,0.188426669800696,P < 0.001
ETFB,0.131512659797274,P < 0.001
GPRC5B,0.158881175782618,P < 0.001
CCNDBP1,0.201838980202497,P < 0.001
SUFU,0.125080691774864,P < 0.001
ZNF569,0.182680548517512,P < 0.001
ASCC3,0.196874531794557,P < 0.001
ERI2,0.140062275470759,P < 0.001
CHPF,0.215717221198964,P < 0.001
PLD4,0.181986266395869,P < 0.001
CMTM4,0.337347218107498,P < 0.001
CNR1,0.159042291013106,P < 0.001
ATP1A3,0.150923047334981,P < 0.001
ARHGAP17,0.203859789502822,P < 0.001
SLC35G1,0.126869524523965,P < 0.001
PTGR1,0.262948455836904,P < 0.001
MYOZ3,0.252501716271263,P < 0.001
PROX2,0.146754262908753,P < 0.001
AURKB,0.133132103475892,P < 0.001
RPL22L1,0.169874541927405,P < 0.001
SCN3A,0.150091890176256,P < 0.001
MCMBP,0.187411203322951,P < 0.001
TRAPPC11,0.308146015260206,P < 0.001
CRISPLD2,0.136136679517654,P < 0.001
ADRM1,0.183954685705599,P < 0.001
NOTCH3,0.15694278000714,P < 0.001
DOK2,0.172101677445529,P < 0.001
SERPINA9,0.138856102486538,P < 0.001
NACA,0.254927372500204,P < 0.001
BIN2,0.241525575990367,P < 0.001
EPM2AIP1,0.253247479265982,P < 0.001
SOHLH2,0.180605766929157,P < 0.001
MTA2,0.217582952341847,P < 0.001
ZNF483,0.12692936145862,P < 0.001
SETDB2,0.269043617472018,P < 0.001
KLC3,0.180864155424121,P < 0.001
BAG3,0.280672471853035,P < 0.001
MED28,0.254743237060613,P < 0.001
TMEM147,0.176530414809553,P < 0.001
WASL,0.314988701291295,P < 0.001
OR10H3,0.162564695372971,P < 0.001
EED,0.165755141162318,P < 0.001
GIMAP7,0.235288803852912,P < 0.001
CCDC33,0.140725406699015,P < 0.001
CNTROB,0.162163687765095,P < 0.001
HHIP,0.158610536019009,P < 0.001
ATXN2L,0.263086087623851,P < 0.001
BTN3A2,0.161548255339286,P < 0.001
FA2H,0.172355886774125,P < 0.001
LRRD1,0.225562461951647,P < 0.001
PTP4A2,0.139302029372742,P < 0.001
RBM45,0.131040581102473,P < 0.001
KLHL15,0.272841145786568,P < 0.001
TTC30B,0.15235762503198,P < 0.001
TAGAP,0.296915511729494,P < 0.001
SSBP4,0.136029550301154,P < 0.001
C3orf52,0.191423021100855,P < 0.001
RBMX,0.289501939767613,P < 0.001
PBX1,0.248408731468195,P < 0.001
CABLES1,0.180811463347971,P < 0.001
DMKN,0.173043655082006,P < 0.001
ESYT2,0.138852066516559,P < 0.001
DOK7,0.271716137638886,P < 0.001
ACRBP,0.175097220573468,P < 0.001
TARBP1,0.16452698856004,P < 0.001
SLC13A1,0.136048007167638,P < 0.001
TAC1,0.159430214811992,P < 0.001
ARHGDIB,0.205239777332723,P < 0.001
BFSP1,0.188512253062084,P < 0.001
CAPRIN1,0.210035331461814,P < 0.001
HIST1H2AH,0.144121787553426,P < 0.001
CRELD1,0.161168192505769,P < 0.001
SND1,0.136506713611017,P < 0.001
SOCS5,0.132818551423663,P < 0.001
SOWAHC,0.305487948259813,P < 0.001
GRAMD1A,0.191785068486554,P < 0.001
TATDN3,0.264786024386978,P < 0.001
CCDC63,0.138362081327637,P < 0.001
TC2N,0.212794527765469,P < 0.001
ZFHX3,0.183401716656664,P < 0.001
CCDC87,0.202952993166403,P < 0.001
C11orf80,0.241657105814184,P < 0.001
CAMK2N1,0.341869552614641,P < 0.001
GPR75-ASB3,0.306595009795227,P < 0.001
SEPT6,0.420346285902055,P < 0.001
KCNK12,0.186303293401535,P < 0.001
SEC63,0.198239145004479,P < 0.001
KLF12,0.195945661039261,P < 0.001
SLC35B4,0.222585088094531,P < 0.001
SNX20,0.262970316557391,P < 0.001
WDR37,0.199623787630466,P < 0.001
PARVA,0.288437674901579,P < 0.001
CD300LB,0.235703575421266,P < 0.001
OSBPL10,0.279815578546051,P < 0.001
PAIP1,0.152926027952559,P < 0.001
PHYH,0.214516338836854,P < 0.001
MYH13,0.12489460688641,P < 0.001
MGAM_ENST00000620571,0.196299553856332,P < 0.001
SRPX,0.144948681039615,P < 0.001
RAP2A,0.166059676623332,P < 0.001
KIAA1958,0.200391692157329,P < 0.001
TUBGCP4,0.158827629978566,P < 0.001
ZNF454,0.122243273763547,P < 0.001
RBMS2,0.277900066857589,P < 0.001
PIAS1,0.172098638827181,P < 0.001
SLC2A5,0.236456056761122,P < 0.001
RTF1,0.152945098471175,P < 0.001
TPM1,0.284488682046887,P < 0.001
NCF4,0.242817500590517,P < 0.001
TRPV5,0.126911773114109,P < 0.001
ANKRD36,0.146201895174296,P < 0.001
NOP2,0.196892634375287,P < 0.001
IGF2BP1,0.160031172416214,P < 0.001
PRSS57,0.207370058171034,P < 0.001
GJB5,0.152610617341549,P < 0.001
ZNF493,0.188418875670742,P < 0.001
UROC1,0.142408818172771,P < 0.001
MLF2,0.154558687098586,P < 0.001
ANKRD2,0.153549464939988,P < 0.001
COMTD1,0.184528260356899,P < 0.001
CCDC25,0.275315021764608,P < 0.001
ZNF428,0.182690474344822,P < 0.001
LIPI,0.128075127221608,P < 0.001
RPUSD4,0.231886944586892,P < 0.001
LIN54,0.157751876065342,P < 0.001
ZNF507,0.134558459322271,P < 0.001
EIF2S3,0.213251958334704,P < 0.001
PBLD,0.207873464183215,P < 0.001
SH3TC2,0.189344818636783,P < 0.001
CREBZF,0.169988013350338,P < 0.001
DOCK8,0.207840337104752,P < 0.001
RASGRP1,0.137250959181651,P < 0.001
SCAF8,0.225007499546983,P < 0.001
CCDC149,0.164497411548139,P < 0.001
YIF1A,0.243013895717221,P < 0.001
TAMM41,0.124688110604131,P < 0.001
MPZL3,0.1440128612478,P < 0.001
UQCRH,0.148245126949074,P < 0.001
TLK2,0.134950016769838,P < 0.001
TCF12,0.24047930798393,P < 0.001
ZNF711,0.133059612052161,P < 0.001
NFYB,0.198769870405125,P < 0.001
PROK2,0.25351684304011,P < 0.001
ZMYM1,0.169854657001657,P < 0.001
TFDP3,0.147582703109928,P < 0.001
WDR47,0.169844507220078,P < 0.001
OR5D13,0.123822278845699,P < 0.001
ANKS1B,0.167123288824036,P < 0.001
CEP95,0.117981984207068,P < 0.001
PQLC3,0.232681785334872,P < 0.001
CCR7,0.257132154301301,P < 0.001
CHD4,0.227282251749708,P < 0.001
TBC1D5,0.201946929706069,P < 0.001
OR52I1,0.148756502638273,P < 0.001
PRKX,0.225029144936944,P < 0.001
APOL4,0.178776379141025,P < 0.001
BAIAP2,0.366116698441978,P < 0.001
GNPDA1,0.202951873860423,P < 0.001
NCR3,0.177032924372464,P < 0.001
PLXNC1,0.254076222283771,P < 0.001
VAPB,0.218246568556423,P < 0.001
CDC14B,0.260471644964621,P < 0.001
EFCAB7,0.201228976852238,P < 0.001
RGMB,0.14059530563757,P < 0.001
P2RY4,0.159952075160508,P < 0.001
FAM129B,0.379837492465371,P < 0.001
OXNAD1,0.200063632455701,P < 0.001
RAB8B,0.240031379936965,P < 0.001
ZNF460,0.185549791152601,P < 0.001
CBLL1,0.136430032169549,P < 0.001
IREB2,0.182942493857103,P < 0.001
F9,0.138426977831349,P < 0.001
FCN2,0.146744263806066,P < 0.001
PIM2,0.229513385888608,P < 0.001
ZCCHC7,0.351616353211491,P < 0.001
ZMAT3,0.171031540329534,P < 0.001
STRN3,0.138840915211468,P < 0.001
NQO1,0.38034212540056,P < 0.001
ZSCAN2,0.202767591768224,P < 0.001
BCL6B,0.172766894021635,P < 0.001
TOP1,0.124011744206168,P < 0.001
HTR1F,0.11649249741909,P < 0.001
B4GALT6,0.133337931138821,P < 0.001
MCM10,0.142885431315375,P < 0.001
NUDT11,0.163056932399913,P < 0.001
CCNK,0.161491765151666,P < 0.001
WDR4,0.114954514949239,P < 0.001
PLCL2,0.276294888638551,P < 0.001
TAF9,0.16317443905332,P < 0.001
NOTCH1,0.170616409611357,P < 0.001
QRSL1,0.211509679465534,P < 0.001
GPN3,0.131707950739474,P < 0.001
LDOC1,0.137314672525238,P < 0.001
ATP6V0D1,0.154359517248636,P < 0.001
FAM228A,0.166275938459634,P < 0.001
TCAIM,0.134687082268465,P < 0.001
SDHC,0.123652184483468,P < 0.001
PDE8A,0.138013969717968,P < 0.001
VPS39,0.124522893901894,P < 0.001
RPL31,0.193814301834217,P < 0.001
SUCO,0.180049834595089,P < 0.001
DNASE1L2,0.129534112526538,P < 0.001
CST7,0.191462368654299,P < 0.001
BLMH,0.332585330180629,P < 0.001
LRRC10,0.135268653315531,P < 0.001
ITGB5,0.365208352921613,P < 0.001
